སྐུ་མ་རྙོངས་པ|a­bhugna­kukṣi­tā
རབ་འཕྲུལ|Sunirmita
རབ་འཕྲུལ|Sunirmita
རབ་འཕྲུལ|Sunirmita
རབ་འཕྲུལ|Sunirmita
རབ་འཕྲུལ་དགའ|Sunirmita
རབ་འཕྲུལ|Sunirmita
རབ་འཕྲུལ་དགའ|Sunirmita
རབ་འཕྲུལ|Sunirmita
ས་ན|śana; śaṇa
ནོར་བུ་རིན་པོ་ཆེ་མེ་ཤེལ|sūryakānta
སྟོང་པ་ཉིད|śūnyatā
སྟོང་པ་ཉིད|śūnyatā
སྟོང་པ་ཉིད|śūnyatā
སྟོང་པ་ཉིད|śūnyatā
སྟོང་པ་ཉིད|śūnyatā
སྟོང་པ་ཉིད|śūnyatā
སྟོང་པ་ཉིད|śūnyatā
འདབ་བཟངས|Suparṇī
འདབ་བཟངས|Suparṇī
རོ་བྲོ་བའི་མཆོག་དང་ལྡན་པ|rasa­rasāgra­jña­tā
མངོན་པར་ཤེས་པ|abhijñā
མགོན་པར་ཤེས་པ|abhijñā
མངོན་ཤེས་ལྔ|pañcābhijñā
མངོན་ཤེས་དྲུག|ṣaḍabhijñā
མངོན་པར་ཤེས་པ་ལྔ|abhijñā
རྫུ་འཕྲུལ|ṛddhi
རྫུ་འཕྲུལ་གྱི་རྐང་པ་གཞི|catvāro ṛddhipādāḥ
རབ་མཉེན|Pramṛdū
སྐུ་མཉེན་པ|su­kumāra­gātra­tā
སྐུ་མཉེན་པ|su­kumāra­gātra­tā
རྟེན|āśraya; niśraya
རྟེན|upa­ni­śraya
མི་རྟེན་པ|a­ni­śrita
རྫུ་འཕྲུལ་གྱི་རྐང་པ|ṛddhi­pādāḥ
རྫུ་འཕྲུལ་གྱི་རྐང་པ|ṛddhi­pādāḥ
འདུན་པའི་ཏིང་ངེ་འཛིན་སྤང་བའི་འདུ་བྱེད་དང་ལྡན་པའི་རྫུ་འཕྲུལ་གྱི་རྐང་པ|chanda­samādhi­prahāṇa­saṃskāra­samanvā­gata­ṛddhi­pāda
འདུན་པའི་ཏིང་ངེ་འཛིན་སྤང་བའི་འདུ་བྱེད་དང་ལྡན་པའི་རྫུ་འཕྲུལ་གྱི་རྐང་པ|chanda­samādhi­prahāṇa­saṃskāra­samanvā­gata­ṛddhi­pāda
དཔྱོད་པའི་ཏིང་ངེ་འཛིན་སྤང་བའི་འདུ་བྱེད་དང་ལྡན་པའི་རྫུ་འཕྲུལ་གྱི་རྐང་པ|mīmāṃsā­vīrya­samādhi­prahāṇa­saṃskāra­samanvāgata­ṛddhi­pāda
དཔྱོད་པའི་ཏིང་ངེ་འཛིན་སྤང་བའི་འདུ་བྱེད་དང་ལྡན་པའི་རྫུ་འཕྲུལ་གྱི་རྐང་པ|mīmāṃsā­vīrya­samādhi­prahāṇa­saṃskāra­samanvāgata­ṛddhi­pāda
བརྩོན་འགྲུས་ཀྱི་ཏིང་ངེ་འཛིན་སྤང་བའི་འདུ་བྱེད་དང་ལྡན་པའི་རྫུ་འཕྲུལ་གྱི་རྐང་པ|vīrya­samādhi­prahāṇa­saṃskāra­samanvāgata­ṛddhi­pāda
བརྩོན་འགྲུས་ཀྱི་ཏིང་ངེ་འཛིན་སྤང་བའི་འདུ་བྱེད་དང་ལྡན་པའི་རྫུ་འཕྲུལ་གྱི་རྐང་པ|vīrya­samādhi­prahāṇa­saṃskāra­samanvāgata­ṛddhi­pāda
སེམས་ཀྱི་ཏིང་ངེ་འཛིན་སྤང་བའི་འདུ་བྱེད་དང་ལྡན་པའི་རྫུ་འཕྲུལ་གྱི་རྐང་པ|citta­samādhi­prahāṇa­saṃskāra­samanv­ā­gata­ṛddhi­pāda
སེམས་ཀྱི་ཏིང་ངེ་འཛིན་སྤང་བའི་འདུ་བྱེད་དང་ལྡན་པའི་རྫུ་འཕྲུལ་གྱི་རྐང་པ|citta­samādhi­prahāṇa­saṃskāra­samanv­ā­gata­ṛddhi­pāda
རྫུ་འཕྲུལ་གྱི་རྐང་པ|ṛddhi­pādāḥ
འདུན་པའི་ཏིང་ངེ་འཛིན་སྤང་བའི་འདུ་བྱེད་དང་ལྡན་པའི་རྫུ་འཕྲུལ་གྱི་རྐང་པ|chanda­samādhi­prahāṇa­saṃskāra­samanvā­gata­ṛddhi­pāda
འདུན་པའི་ཏིང་ངེ་འཛིན་སྤང་བའི་འདུ་བྱེད་དང་ལྡན་པའི་རྫུ་འཕྲུལ་གྱི་རྐང་པ|chanda­samādhi­prahāṇa­saṃskāra­samanvā­gata­ṛddhi­pāda
དཔྱོད་པའི་ཏིང་ངེ་འཛིན་སྤང་བའི་འདུ་བྱེད་དང་ལྡན་པའི་རྫུ་འཕྲུལ་གྱི་རྐང་པ|mīmāṃsā­vīrya­samādhi­prahāṇa­saṃskāra­samanvāgata­ṛddhi­pāda
དཔྱོད་པའི་ཏིང་ངེ་འཛིན་སྤང་བའི་འདུ་བྱེད་དང་ལྡན་པའི་རྫུ་འཕྲུལ་གྱི་རྐང་པ|mīmāṃsā­vīrya­samādhi­prahāṇa­saṃskāra­samanvāgata­ṛddhi­pāda
བརྩོན་འགྲུས་ཀྱི་ཏིང་ངེ་འཛིན་སྤང་བའི་འདུ་བྱེད་དང་ལྡན་པའི་རྫུ་འཕྲུལ་གྱི་རྐང་པ|vīrya­samādhi­prahāṇa­saṃskāra­samanvāgata­ṛddhi­pāda
བརྩོན་འགྲུས་ཀྱི་ཏིང་ངེ་འཛིན་སྤང་བའི་འདུ་བྱེད་དང་ལྡན་པའི་རྫུ་འཕྲུལ་གྱི་རྐང་པ|vīrya­samādhi­prahāṇa­saṃskāra­samanvāgata­ṛddhi­pāda
སེམས་ཀྱི་ཏིང་ངེ་འཛིན་སྤང་བའི་འདུ་བྱེད་དང་ལྡན་པའི་རྫུ་འཕྲུལ་གྱི་རྐང་པ|citta­samādhi­prahāṇa­saṃskāra­samanv­ā­gata­ṛddhi­pāda
སེམས་ཀྱི་ཏིང་ངེ་འཛིན་སྤང་བའི་འདུ་བྱེད་དང་ལྡན་པའི་རྫུ་འཕྲུལ་གྱི་རྐང་པ|citta­samādhi­prahāṇa­saṃskāra­samanv­ā­gata­ṛddhi­pāda
སེམས་ཀྱི་ཏིང་ངེ་འཛིན་སྤང་བའི་འདུ་བྱེད་དང་ལྡན་པའི་རྫུ་འཕྲུལ་གྱི་རྐང་པ|citta­samādhi­prahāṇa­saṃskāra­samanv­ā­gata­ṛddhi­pāda
བརྩོན་འགྲུས་ཀྱི་ཏིང་ངེ་འཛིན་སྤང་བའི་འདུ་བྱེད་དང་ལྡན་པའི་རྫུ་འཕྲུལ་གྱི་རྐང་པ|vīrya­samādhi­prahāṇa­saṃskāra­samanvāgata­ṛddhi­pāda
འདུན་པའི་ཏིང་ངེ་འཛིན་སྤང་བའི་འདུ་བྱེད་དང་ལྡན་པའི་རྫུ་འཕྲུལ་གྱི་རྐང་པ|chanda­samādhi­prahāṇa­saṃskāra­samanvā­gata­ṛddhi­pāda
དཔྱོད་པའི་ཏིང་ངེ་འཛིན་སྤང་བའི་འདུ་བྱེད་དང་ལྡན་པའི་རྫུ་འཕྲུལ་གྱི་རྐང་པ|mīmāṃsā­vīrya­samādhi­prahāṇa­saṃskāra­samanvāgata­ṛddhi­pāda
ཤིན་ཏུ་ལེགས་པར་རྟོགས་པ|Suprabuddhā
ཤིན་ཏུ་ལེགས་པར་རྟོགས་པ|Suprabuddhā
འཇིག་རྟེན་ལས་འདས་པ|lokottara
འཇིག་རྟེན་ལས་འདས་པའི་ཆོས|lokottara­dharma
འཇིག་རྟེན་ཐམས་ཅད་ལས་ཁྱད་པར་དུ་འཕགས་པའི་སྤོབས་པ|sarva­lokābhyudgata-viśiṣṭha­prati­bhāna
འཇིག་རྟེན་ལས་འདས་པའི་ཆོས|lokottara­dharma
རབ་འཕྲུལ|Sunirmita
རབ་ཏུ་གནས|Supratiṣṭha
རབ་ཏུ་གནས|Supratiṣṭha
རབ་བརྟན|Supratiṣṭhita
རབ་བརྟན|Supratiṣṭhita
ཡོན་ཏན་ཤིན་ཏུ་གནས་པ་ནོར་བུ་བརྩེགས་པའི་རྒྱལ་པོ|Supra­tiṣṭhita­guṇa­maṇi­kūṭa­rāja
ཡོན་ཏན་ཤིན་ཏུ་གནས་པ་ནོར་བུ་བརྩེགས་པའི་རྒྱལ་པོ|Supra­tiṣṭhita­guṇa­maṇi­kūṭa­rāja
ཆོས་མཆོག|agra­dharma
བརྟུལ་ཞུགས་མཆོག་འཛིན|vrata­parā­marśa
ཚུལ་ཁྲིམས་མཆོག་འཛིན|śīla­parā­marśa­granthā
ཚུལ་ཁྲིམས་མཆོག་འཛིན|śīla­parā­marśa­granthā
ཚུལ་ཁྲིམས་དང་བརྟུལ་ཞུགས་མཆོག་ཏུ་འཛིན་པ|śīla­vrata­parā­marśa
རབ་འཕྲུལ|Sunirmita
མཆོག་དགའ|paramānanda
མཆོག་ལེན|Paramalabhā
མཆོག་གི་འབྱུང་གནས|kārākāra
ཤིན་ཏུ་སྡུག|Supriyā
ཤིན་ཏུ་སྡུག|Supriyā
རྫོགས་པ|Supūrṇaka
རྫོགས་པ|Supūrṇaka
མེ་ཏོག་བཟང་པོ|Supuṣpa
མེ་ཏོག་བཟང་པོ|Supuṣpa
མེ་ཏོག་ཟླ་མཛེས|Puṣpacandra; Supuṣpacandra; Supuṣpa
མེ་ཏོག་ཟླ་མཛེས|Supuṣpa; Supuṣpacandra; Puṣpacandra
མེ་ཏོག་ཟླ་མཛེས|Supuṣpa; Supuṣpacandra; Puṣpacandra
མེ་ཏོག་ཟླ་མཛེས|Supuṣpacandra; Puṣpacandra; Supuṣpa
མེ་ཏོག་ཟླ་མཛེས|Puṣpacandra; Supuṣpacandra; Supuṣpa
མེ་ཏོག་ཟླ་མཛེས|Supuṣpa; Supuṣpacandra; Puṣpacandra
མེ་ཏོག་ཟླ་མཛེས|Supuṣpacandra; Puṣpacandra; Supuṣpa
མེ་ཏོག་ཟླ་མཛེས|Supuṣpacandra; Puṣpacandra; Supuṣpa
དཔའ་སྟོབས|Śūrabhala
དཔའ་སྟོབས|Śūrabhala
དཔའ་བས་བྱིན|Śūradatta
དཔའ་བས་བྱིན|Śūradatta
སྟོང་ལྷ་མོ|Surādevī
སྟོང་ལྷ་མོ|Surādevī
འོད་ཟེར་བསང་པོ|Suraśmi
འོད་ཟེར་བསང་པོ|Suraśmi
ལྷ་མོ་སུན་དྷ་རི|Surasundarī
ལྷ་མོ་སུན་དྷ་རི|Surasundarī
སུ་ར་སུ་ན|surasunna
དགའ་བ|Sūrata
དགའ་བ|Sūrata
སུ་རེན་དྲ་བོ་དྷི|Surendrabodhi
སུ་རེན་དྲ་བོ་དྷི|Surendrabodhi
སུ་རེན་དྲ་བོ་དྷི|Surendrabodhi
སུ་རེན་དྲ་བོ་དྷི|Surendrabodhi
སུ་རེན་དྲ་བོ་དྷི|surendrabodhi
སུ་རེན་དྲ་བོ་དྷི|surendrabodhi
སུ་རེན་དྲ་བོ་དྷི|Surendrabodhi
སུ་རེན་དྲ་བོ་དྷི|Surendrabodhi
སུ་རེན་དྲ་བོ་དྷི|Surendrabodhi
སུ་རེན་དྲ་བོ་དྷི|Surendrabodhi
ཆོས་ཐམས་ཅད་ལས་ཤིན་ཏུ་འཕགས་པ|sarva­dharmodgata
ཞིབ་མ་མོ|Śūrpī
ཞིབ་མ་མོ|Śūrpī
གྲོང་ཁྱེར་འཁོར་ཡུག|Cakravālapur
གཟུགས་བཟང|Surūpa
གཟུགས་བཟང|Surūpa
གཟུགས་བཟང་བ|Surūpā
གཟུགས་བཟང་བ|Surūpā
ཉི་མ|sūrya
ཉི་མ|Sūrya
ཉི་མ|Sūrya
ཉི་མ|Sūrya
ཉི་མ|Sūrya
ཉི་མ|sūrya, etc.
ཉི་མའི་སྙིང་པོ|Sūryagarbha
ཉི་མའི་སྙིང་པོ|Sūryagarbha
ཉི་མ་ལྟར་མཛེས་མ|Sūryakāntā
ཉི་མ་ལྟར་མཛེས་མ|Sūryakāntā
ཉི་མའི་གྲོགས|Sūryamitra
ཉི་མའི་གྲོགས|Sūryamitra
ཉི་མའི་ཞལ|Sūryānana
ཉི་མའི་ཞལ|Sūryānana
ཉི་མའི་ཞལ|Sūryānanda
ཉི་མའི་ཞལ|Sūryānanda
ཉི་མའི་འོད|Sūryaprabha
ཉི་མའི་འོད|Sūryaprabha
ཉི་མའི་དཔལ|Sūryaśrī
ཉི་མའི་དཔལ|Sūryaśrī
ཉི་ཟེར|Sūryavarcasa
ཉི་ཟེར|Sūryavarcasa
ཉི་མ་འཁོར་བ|Sūryāvartā
ཉི་མ་འཁོར་བ|Sūryāvartā
ཉི་མའི་སྙིང་པོ|Sūrya­garbha
ཉི་མའི་སྙིང་པོ|Sūrya­garbha
ཉི་མའི་དཀྱིལ་འཁོར་སྣང་བ་དམ་པའི་དཔལ|Sūrya­maṇḍala­pratibhāsottama­śrī
ཉི་མའི་དཀྱིལ་འཁོར་སྣང་བ་དམ་པའི་དཔལ|Sūrya­maṇḍala­pratibhāsottama­śrī
ཉི་མ་རབ་ཏུ་སྣང་བ|Sūrya­prabha
ཉི་མ་རབ་ཏུ་སྣང་བ|Sūrya­prabha
ཉི་འོད་ཏོག་གི་དཔལ|Sūrya­prabhā­ketu­śrī
ཉི་འོད་ཏོག་གི་དཔལ|Sūrya­prabhā­ketu­śrī
ཤིན་ཏུ་ཡང་དག་ཞུགས|Susaṃprasthita
ཤིན་ཏུ་ཡང་དག་ཞུགས|Susaṃprasthita
དེད་དཔོན་བཟང་པོ|Susārthavāha
དེད་དཔོན་བཟང་པོ|Susārthavāha
མཚམས་བཟངས|Susīma
མཚམས་བཟངས|Susīma
མཚམས་བཟངས|Susīma
ཟླ་བའི་བུ|Sutasoma
ཟླ་བའི་བུ|Sutasoma
གཟི་བརྗིད་མཆོག|Sutejas
གཟི་བརྗིད་མཆོག|Sutejas
མུད་ཀ་ལི|Sūtkhalin
མུད་ཀ་ལི|Sūtkhalin
མདོ|sūtra
མདོ|sūtra
མདོ|sūtra
མདོ|sūtra
མདོ་སྡེ|sūtra
མདོ་སྡེ|sūtra
མདོ|sūtra
མདོ|sūtra
མདོ|sūtra
མདོ|sūtra
མདོ|sūtra
མདོ|sūtra
ཆོས་ཀྱི་རྣམ་གྲངས|dharma­paryāya
ལེགས་པར་ལངས|Suutthitā
ལེགས་པར་ལངས|Suutthitā
ལག་བཟང|Suvāhu
ལག་བཟང|Suvāhu
གསེར|Suvarṇa
གསེར|Suvarṇa
གཙུག་ན་གསེར|Suvarnacūḍa
གཙུག་ན་གསེར|Suvarnacūḍa
གསེར་གླིང|Suvarṇadvīpa
གསེར་གླིང|Suvarṇadvīpa
རལ་པ་གསེར་འདྲ|Suvarṇajaṭa
རལ་པ་གསེར་འདྲ|Suvarṇajaṭa
གསེར་བདག|Suvarṇapati
གསེར་བདག|Suvarṇapati
གསེར་གྱི་མེ་ཏོག|Suvarṇavarṇa
གསེར་གྱི་མེ་ཏོག|Suvarṇavarṇa
དམ་པ་གསེར་འོད|Suvarṇa­prabhāsā
དམ་པ་གསེར་འོད|Suvarṇa­prabhāsā
དོན་ལེགས་པར་བསམས་པ|Suvicinitārtha
དོན་ལེགས་པར་བསམས་པ|Suvicinitārtha
ཤིན་ཏུ་རྣམ་གྲགས་གཟི|Suvighuṣṭatejas
ཤིན་ཏུ་རྣམ་གྲགས་གཟི|Suvighuṣṭatejas
ཤིན་ཏུ་རྣམ་གྲོལ་དབྱངས|Suvimuktaghoṣa
ཤིན་ཏུ་རྣམ་གྲོལ་དབྱངས|Suvimuktaghoṣa
ཤིན་ཏུ་རྣམ་པར་དག་པ|Suviśuddhā
ཤིན་ཏུ་རྣམ་པར་དག་པ|Suviśuddhā
རབ་འཐབ་བྲལ|Suyāma
རབ་འཐབ་བྲལ|Suyāma
རབ་མཚེ་མ|Suyāma
རབ་མཚེ་མ|Suyāma
རབ་འཐབ་བྲལ|Suyāma
རབ་འབྱོར|Su­bhūti
རབ་འབྱོར|Su­bhūti
གྱ་ནོམ་སྣང་བ|Su­dṛśa
གྱ་ནོམ་སྣང་བ|Su­dṛśa
ཤིན་ཏུ་ཡོངས་སུ་བརྗོད་པ་མཚན་གསོལ་དཔལ|Su­parikīrtita­nāmadheya­śrī
ཤིན་ཏུ་ཡོངས་སུ་བརྗོད་པ་མཚན་གསོལ་དཔལ|Su­parikīrtita­nāmadheya­śrī
ལེགས་པར་གནས་པའི་བློ་གྲོས|Su­pratiṣṭhita­buddhi
ལེགས་པར་གནས་པའི་བློ་གྲོས|Su­pratiṣṭhita­buddhi
སྤྱོད་པ་བརྟན་པ|Su­pratiṣṭhita­cāritra
སྤྱོད་པ་བརྟན་པ|Su­pratiṣṭhita­cāritra
ཤིན་ཏུ་ཡང་དག་ཞུགས|Su­saṃ­prasthita
ཤིན་ཏུ་ཡང་དག་ཞུགས|Su­saṃ­prasthita
རབ་ཀྱི་རྩལ་གྱིས་རྣམ་པར་གནོན་པ|Su­vikrānta­vikrāmiṇ
རབ་ཀྱི་རྩལ་གྱིས་རྣམ་པར་གནོན་པ|Su­vikrānta­vikrāmiṇ
རབ་ཀྱི་རྩལ་གྱིས་རྣམ་པར་གནོན་པ|Su­vikrānta­vikrāmin
རབ་ཀྱི་རྩལ་གྱིས་རྣམ་པར་གནོན་པ|Su­vikrānta­vikrāmin
རང་བཞིན་ཆོས་ཀྱི་བླ་མ་ངེས་པ་འབྱུང|Svabhāva­dharmottara­niścita
རང་བཞིན་ཆོས་ཀྱི་བླ་མ་ངེས་པ་འབྱུང|Svabhāva­dharmottara­niścita
ལེགས་འོངས|Svāgata
ལེགས་འོངས|Svāgata
ལེགས་འོངས|Svāgata; Sogatu
ལེགས་འོངས|Svāgata; Sogatu
ལེགས་འོངས|Svāgata
ལེགས་འོངས|Svāgata
དབྱངས་ཀྱི་ཡན་ལག|Svarāṅgaghoṣa
སྒྲ་ཡི་ཡན་ལག་དབྱངས|Svarāṅgaghoṣa
དབྱངས་ཀྱི་ཡན་ལག|Svarāṅgaghoṣa
སྒྲ་ཡི་ཡན་ལག་དབྱངས|Svarāṅgaghoṣa
དབྱངས་དག|Svarāṅgaśabda
དབྱངས་དག|Svarāṅgaśabda
དབྱངས་ཀྱི་ཡན་ལག་དཔའ|Svarāṅgaśūra
དབྱངས་ཀྱི་ཡན་ལག་དཔའ|Svarāṅgaśūra
སྒྲ་དབྱངས་མཆོད་པ|Svarārcita
སྒྲ་དབྱངས་མཆོད་པ|Svarārcita
སྒྲ་སྐད་རྣམ་གྲགས|Svarāvighuṣṭa
སྒྲ་སྐད་རྣམ་གྲགས|Svarāvighuṣṭa
དབྱངས་བཀོད་པ|Svaravyūha
དབྱངས་བཀོད་པ|Svaravyūha
དབྱངས་རྣམ་པར་དག་པའི་འོད|Svara­viśuddhi­prabha
དབྱངས་རྣམ་པར་དག་པའི་འོད|Svara­viśuddhi­prabha
བཀྲ་ཤིས་པ|Svastika
བཀྲ་ཤིས་པ|Svastika
བཀྲ་ཤིས|svastika; swastika
བཀྲ་ཤིས|svastika; swastika
བཀྲ་ཤིས་ལྡན|Svastika
གཡུང་དྲུང|svastika
གཡུང་དྲུང|svastika
བཀྲ་ཤིས་པ|Svastika
བཀྲ་ཤིས་པ|Svastika
བཀྲ་ཤིས|svastika; swastika
བཀྲ་ཤིས|svastika; swastika
བཀྲ་ཤིས་ལྡན|Svastika
གཡུང་དྲུང|svastika
གཡུང་དྲུང|svastika
དཀར་མོ|Śvetā
དཀར་མོ|Śvetā
ལག་དཀར་མ|Śvetabhujā
ལག་དཀར་མ|Śvetabhujā
ཏོག་དཀར་པོ|Śvetaketu
ཏོག་དཀར་པོ|Śvetaketu
བསྲོ་ཁང|jentāka
ཤུ་དག|vacā
སྐད་སྙན་པ|mañjusvara
ལག་མྱུར|Laghupāṇi
སྔོ་བསངས|Śyāma
སྔོ་བསངས|Śyāma
ནག་མོ|Śyāmā
ནག་མོ|Śyāmā
ཡིག་འབྲུ|a­kṣara
ཡི་གེའི་ཕི་མོ|matṛkā
ཡི་གེ་དྲུག་པའི་རིག་པ་ཆེན་པོ|ṣaḍakṣarī mahāvidyā
ཡི་གེ་དྲུག་པ|ṣaḍakṣarī
ཡི་གེ་དྲུག་པའི་རིག་སྔགས་ཆེན་མོའི་རྒྱལ་མོ|ṣaḍakṣarī mahā­vidyā­rājñī
བརྡ|saṃ­keta
འོད་འདོམ་གང་མཉམ་པ|vy­āma­prabha­tā
རྣམ་པར་གཞག་པ|vyava­sthāna
རྒྱ་སྤོས|tagara
རྒྱ་སྤོས|tagara
ཏ་ག་ར|tagara
རྒྱ་སྤོས|tagara
རྒྱ་སྤོས|tagara
རྒྱ་སྤོས|tagara
འབུ་གསུག|tagara
འབྲུ་གསུག|tagara
རྒྱ་སྤོས་གཙུག་ལག|Tagaraśikhin
རྒྱ་སྤོས་གཙུག་ལག|Tagaraśikhin
དྲི་མ་མེད་པའི་སྒྲོན་མ|vi­mala­pradīpa
འོད་དྲི་མ་མེད་པ|vi­mala­prabha
ཟླ་བ་ཉ་བའི་འོད་དྲི་མ་མེད་པ|pari­pūrṇa­vimala­candra­prabha
ཟླ་བ་ཉ་བའི་འོད་དྲི་མ་མེད་པ|pari­pūrṇa­vimala­candra­prabha
རྡུལ་མེད་ཅིང་རྡུལ་དང་བྲལ་བ་དང་ལྡན་པ|arajī­virajonaya­yukta
ཚད་མར་བྱེད|pramāṇī­karoti
འཇོག་པོ|Takṣaka
འཇོག་པོ|Takṣaka
འཇོག་པོ|Takṣaka
འཇོག་པོ|Takṣaka
འཇོག་པོ|Takṣaka
འཇོག་པོ|Takṣaka
སྐྱེས་རབས་ཀྱི་སྡེ|jāṭaka
ཏ་མ་ལ|tamāla
ཏ་མ་ལ|tamāla
ཏ་མ་ལའི་ལོ་མ་དང་ཙན་དན་གྱི་དྲི|Tamāla­patra­candana­gandha
ཏ་མ་ལའི་ལོ་མ་དང་ཙན་དན་གྱི་དྲི|Tamāla­patra­candana­gandha
ཏ་མ་ལའི་འདབ་མ་དང་ཙན་དན་གྱི་དྲི་མངོན་པར་ཤེས་པ|Tamāla­patra­candana­gandhābhijña
ཏ་མ་ལའི་འདབ་མ་དང་ཙན་དན་གྱི་དྲི་མངོན་པར་ཤེས་པ|Tamāla­patra­candana­gandhābhijña
བསེ་ཡབ|āmla; tintiḍī; ciñcā
མུན་པ་མུན་ནག|Tamondhakāra
མུན་པ་མུན་ནག|Tamondhakāra
རྒྱུད|tantra
རྒྱུད|tantra
བླ་ན་མེད་པའི་རྣལ་འབྱོར་གྱི་རྒྱུད|yoga­niruttara­tantra
དཀའ་ཐུབ|Tapā
དཀའ་ཐུབ|Tapā
ཚ|Tāpana; Saṃtapana; Tapana
ཚ་བ|Tāpana; Saṃtapana; Tapana
ཚ|Tāpana; Saṃtapana; Tapana
ཚ་བ|Tāpana; Saṃtapana; Tapana
གདུང་བ|Tāpana
གདུང་བ|Tāpana
སྒྲོལ་མ|Tārā
སྒྲོལ་མ|Tārā
སྒྲོལ་མ|Tārā
སྒྲོལ་མ|Tārā
སྒྲོལ་མ|Tārā
སྒྲོལ་མ|Tārā
སྒྲོལ་མ|Tārā
སྒྲོལ་མ|Tārā
སྒྲོལ་མ་འབྱུང་བ|Tārodbhava
སྒྲོལ་མ་འབྱུང་བའི་ཏིང་ངེ་འཛིན|Tārāsamādhi
བསྒྲུབ་བྱ|sādhya
བསྒྲུབ་བྱ|sādhya; sādhyā
བསྒྲུབ་བྱ|sādhya (m); sādhyā (f)
རྟོག་གེ་འབར་བ|Tarkajvāla
རྟོག་གེ་འབར་བ|Tarkajvāla
དེ་བཞིན་གཤེགས་པ|Tathāgata
དེ་བཞིན་གཤེགས་པ|tathāgata
དེ་བཞིན་གཤེགས་པ|tathāgata
དེ་བཞིན་གཤེགས་པ|tathāgata
དེ་བཞིན་གཤེགས་པ|tathāgata
དེ་བཞིན་གཤེགས་པ|tathāgata
དེ་བཞིན་གཤེགས་པ|tathāgata
དེ་བཞིན་གཤེགས་པ|tathāgata
དེ་བཞིན་གཤེགས་པ|tathāgata
དེ་བཞིན་གཤེགས་པ|tathāgata
དེ་བཞིན་གཤེགས་པ|tathāgata
དེ་བཞིན་གཤེགས་པ|tathāgata
དེ་བཞིན་གཤེགས་པ|tathāgata
དེ་བཞིན་གཤེགས་པ|tathāgata
དེ་བཞིན་གཤེགས་པ|tathāgata
དེ་བཞིན་གཤེགས་པ|tathāgata
དེ་བཞིན་གཤེགས་པ|tathāgata
དེ་བཞིན་གཤེགས་པ|tathāgata
དེ་བཞིན་གཤེགས་པ|tathāgata
དེ་བཞིན་གཤེགས་པ|Tathāgata
དེ་བཞིན་གཤེགས་པ|Tathāgata
དེ་བཞིན་གཤེགས་པ|tathāgata
དེ་བཞིན་གཤེགས་པ|tathāgata
དེ་བཞིན་གཤེགས་པ|Tathāgata
དེ་བཞིན་གཤེགས་པ|Tathāgata
ཆོས|Dharma
དེ་བཞིན་གཤེགས་པའི་སྟོབས་བཅུ|daśa­tathā­gata­bala
ཆོས|Dharma
དེ་བཞིན་གཤེགས་པའི་སྐུ|tathāgatakāya
དེ་བཞིན་གཤེགས་པའི་སྐུ|tathāgatakāya
དེ་བཞིན་གཤེགས་པའི་རིགས|Tathāgatakula
དེ་བཞིན་གཤེགས་པའི་རིགས|Tathāgatakula
དེ་བཤིན་ཉིད|tathatā
དེ་བཤིན་ཉིད|tathatā
དེ་བཞིན་ཉིད|tathatā; tattvatā
དེ་ཁོ་ན་ཉིད|tathatā; tattvatā
དེ་ཁོ་ན་ཉིད|tattva
དེ་ཁོ་ན་ཉིད|tattva
སྟོན་པ|śāstṛ
སྟོན་པ་ཡང་དག་རྒྱལ|Śāstā Sañjayin
བླ་མ|guru
སྟོན་པ་ཡང་དག་རྒྱལ|Śāstā Sañjayin
བསྟན་པ|nir­deśa
བཀའ་རྟགས་ཀྱི་ཕྱག་རྒྱ་བཞི|caturdharmoddāna
བཀར་བཏགས་བཞི|caturdharmoddāna
ཆོས་ཀྱི་སྡོམ་བཞི|caturdharmoddāna
ཆོས་འདུལ་བ|dharmavinaya
ཚེམས་རྩེ་མོ་མཐོ་ཞིང་རྣོ་ལ་དཀར་བ|agroccatva­tīkṣṇa­śukla­danta­tā
གཟི་བརྗིད་ལྡན་མ|Tejā (tejovatī)
གཟི་བརྗིད་ལྡན་མ|Tejā (tejovatī)
གཟི་བརྗིད་ལྡན་མ|Tejovatī (tejā)
གཟི་བརྗིད་ཚོགས་ཀྱི་རྒྱལ་པོ|Tejaguṇarāja
གཟི་བརྗིད་ཚོགས་རྒྱལ|Tejaguṇarāja
གཟི་བརྗིད་ཚོགས་ཀྱི་རྒྱལ་པོ|Tejaguṇarāja
གཟི་བརྗིད་ཚོགས་རྒྱལ|Tejaguṇarāja
གཟི་བརྗིད་མངོན་པར་འཕགས|Tejasamudrata
གཟི་བརྗིད་མངོན་པར་འཕགས|Tejasamudrata
གཟི་བརྗིད་སྒྲ་དབྱངས|Tejasvarendra
གཟི་བརྗིད་སྒྲ་དབྱངས|Tejasvarendra
གཟི་ལྡན|Tejavati
གཟི་ལྡན|Tejavati
གཟི་བརྗིད་ཤིན་ཏུ་ངེས|Tejaviniścita
གཟི་བརྗིད་ཤིན་ཏུ་ངེས|Tejaviniścita
གཟི་བརྗིད་དབང་ཕྱུག|Tejeśvara
གཟི་བརྗིད་དབང་ཕྱུག|Tejeśvara
གཟི་བརྗིད་སྟོབས|Tejobala
གཟི་བརྗིད་སྟོབས|Tejobala
གཟི་བརྗིད་ལྡན་མ|Tejovatī (tejā)
གཟི་བརྗིད་ལྡན་མ|Tejā (tejovatī)
